GEO_ID	NAME	DP03_0001E	DP03_0002E	DP03_0003E	DP03_0004E	DP03_0005E	DP03_0006E	DP03_0007E	DP03_0008E	DP03_0009E	DP03_0010E	DP03_0011E	DP03_0012E	DP03_0013E	DP03_0014E	DP03_0015E	DP03_0016E	DP03_0017E	DP03_0018E	DP03_0019E	DP03_0020E	DP03_0021E	DP03_0022E	DP03_0023E	DP03_0024E	DP03_0025E	DP03_0026E	DP03_0027E	DP03_0028E	DP03_0029E	DP03_0030E	DP03_0031E	DP03_0032E	DP03_0033E	DP03_0034E	DP03_0035E	DP03_0036E	DP03_0037E	DP03_0038E	DP03_0039E	DP03_0040E	DP03_0041E	DP03_0042E	DP03_0043E	DP03_0044E	DP03_0045E	DP03_0046E	DP03_0047E	DP03_0048E	DP03_0049E	DP03_0050E	DP03_0051E	DP03_0052E	DP03_0053E	DP03_0054E	DP03_0055E	DP03_0056E	DP03_0057E	DP03_0058E	DP03_0059E	DP03_0060E	DP03_0061E	DP03_0062E	DP03_0063E	DP03_0064E	DP03_0065E	DP03_0066E	DP03_0067E	DP03_0068E	DP03_0069E	DP03_0070E	DP03_0071E	DP03_0072E	DP03_0073E	DP03_0074E	DP03_0075E	DP03_0076E	DP03_0077E	DP03_0078E	DP03_0079E	DP03_0080E	DP03_0081E	DP03_0082E	DP03_0083E	DP03_0084E	DP03_0085E	DP03_0086E	DP03_0087E	DP03_0088E	DP03_0089E	DP03_0090E	DP03_0091E	DP03_0092E	DP03_0093E	DP03_0094E	DP03_0095E	DP03_0096E	DP03_0097E	DP03_0098E	DP03_0099E	DP03_0100E	DP03_0101E	DP03_0102E	DP03_0103E	DP03_0104E	DP03_0105E	DP03_0106E	DP03_0107E	DP03_0108E	DP03_0109E	DP03_0110E	DP03_0111E	DP03_0112E	DP03_0113E	DP03_0114E	DP03_0115E	DP03_0116E	DP03_0117E	DP03_0118E	DP03_0119E	DP03_0120E	DP03_0121E	DP03_0122E	DP03_0123E	DP03_0124E	DP03_0125E	DP03_0126E	DP03_0127E	DP03_0128E	DP03_0129E	DP03_0130E	DP03_0131E	DP03_0132E	DP03_0133E	DP03_0134E	DP03_0135E	DP03_0136E	DP03_0137E
1400000US36047016900	"Census Tract 169, Kings County, New York"	3940	2885	2885	2784	101	0	1055	2885	(X)	2248	1514	1514	1459	293	216	595	482	2733	337	0	1925	203	146	122	38	2784	2017	299	330	8	130	2784	0	8	106	102	260	29	253	186	715	654	242	161	68	2784	2209	279	296	0	2092	172	110	118	21	96	247	196	462	217	453	117256	156704	1645	172493	543	16873	250	27740	139	10083	62	N	195	1070	46	0	42	0	30	134	91	197	153	377	146765	216015	68281	1022	72396	82381	70885	99792	90987	4822	4779	4186	976	43	961	0	3222	2818	2717	2674	2556	118	43	101	101	101	0	0	404	404	330	141	0	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)
1400000US36047017000	"Census Tract 170, Kings County, New York"	2695	1529	1529	1454	75	0	1166	1529	(X)	1469	667	667	643	297	55	489	320	1424	524	152	634	78	0	36	43.6	1454	460	307	352	110	225	1454	0	85	133	88	124	120	8	105	81	464	139	37	70	1454	1241	176	37	0	1132	23	42	188	70	103	114	153	222	99	118	76857	95779	867	100185	426	20180	256	32539	45	4647	17	N	233	877	0	17	63	70	76	125	123	203	99	101	95972	105578	31371	255	22894	44476	34525	48967	55625	3484	3172	2071	1362	312	864	69	2014	1470	1397	1245	933	312	152	73	64	20	44	9	544	480	361	149	64	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)
1400000US36047017100	"Census Tract 171, Kings County, New York"	3052	2217	2217	2143	74	0	835	2217	(X)	1562	1066	1066	1056	466	383	559	484	2131	223	76	1505	78	57	192	43.4	2143	1606	139	321	22	55	2143	0	49	108	46	116	33	308	208	376	521	132	113	133	2143	1612	296	235	0	1549	63	30	22	41	184	107	174	228	217	483	134821	198904	1257	213240	442	23014	376	45586	18	N	23	N	10	1087	12	0	22	0	78	57	93	182	173	470	177950	248818	75761	462	52778	76948	77167	127745	92240	4069	3929	3500	798	140	1073	0	2325	2066	2002	1902	1860	53	100	64	64	52	12	0	259	219	200	29	40	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)
1400000US36047017200	"Census Tract 172, Kings County, New York"	2642	1626	1626	1524	102	0	1016	1626	(X)	1320	745	745	694	228	132	464	361	1391	441	72	807	41	0	30	46.8	1524	577	336	283	209	119	1524	0	181	43	33	94	64	21	154	224	356	81	169	104	1524	1168	276	80	0	1053	28	15	32	149	96	154	134	191	120	134	82869	110001	860	115631	286	22789	212	31550	32	6463	17	N	66	870	9	15	42	110	45	101	152	142	120	134	88393	119456	34995	183	39625	47902	39351	69539	60515	3262	3008	1974	1361	254	747	23	1991	1539	1443	1264	972	324	179	96	45	25	20	51	452	451	339	146	1	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)
1400000US36047017400	"Census Tract 174, Kings County, New York"	1672	1153	1153	1091	62	0	519	1153	(X)	859	554	554	520	192	138	292	189	1069	330	94	548	65	0	32	48.3	1091	490	197	266	92	46	1091	0	101	37	33	122	43	8	114	129	344	100	30	30	1091	875	143	73	0	709	51	15	53	33	46	63	94	158	120	76	99750	105287	567	113346	222	16519	85	23356	9	N	20	3595	69	547	17	0	28	39	42	23	94	116	112	76	103438	117254	34112	162	-	60763	50884	64906	73929	2191	2131	1503	758	60	650	0	1272	1063	1034	983	797	210	51	29	25	14	11	4	209	204	150	70	5	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)
1400000US36047017500	"Census Tract 175, Kings County, New York"	0	0	0	0	0	0	0	0	(X)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0	-	0	-	0	-	0	-	0	-	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	0	-	-	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)
1400000US36047017600	"Census Tract 176, Kings County, New York"	1852	1285	1285	1173	112	0	567	1285	(X)	1014	670	670	636	285	221	295	150	1144	433	21	567	27	38	58	50.9	1173	394	316	249	64	150	1173	0	42	70	26	106	100	20	60	164	325	134	75	51	1173	934	181	58	0	886	28	22	110	121	85	115	152	113	96	44	63981	87700	756	90767	249	17162	154	16631	46	7574	21	3324	168	654	0	9	96	95	58	78	96	101	92	29	71000	90603	32285	232	53676	73288	41939	62784	50096	2413	2190	1307	1072	223	610	8	1490	1219	1107	976	734	248	131	112	94	33	61	18	271	209	42	172	62	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)
1400000US36047017700	"Census Tract 177, Kings County, New York"	0	0	0	0	0	0	0	0	(X)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0	-	0	-	0	-	0	-	0	-	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	0	-	-	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)
1400000US36047017800	"Census Tract 178, Kings County, New York"	2391	1397	1391	1322	69	6	994	1391	(X)	1198	542	536	524	284	123	416	179	1320	343	45	790	54	38	50	48	1322	286	320	326	174	216	1322	6	154	47	38	173	134	61	93	118	279	132	7	80	1322	1084	125	113	0	882	28	44	84	90	111	145	96	205	55	24	70491	76316	769	77443	180	20168	117	14378	32	12063	24	3271	134	727	12	44	68	90	101	117	61	173	37	24	63702	74737	22191	155	70809	70956	32188	43693	48000	2871	2453	1316	1252	418	730	0	1840	1359	1293	1034	782	287	259	66	36	16	20	30	481	367	156	221	114	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)
1400000US36047017900	"Census Tract 179, Kings County, New York"	3622	2121	2121	1911	210	0	1501	2121	(X)	2085	1143	1143	970	206	148	583	398	1898	183	41	1251	210	58	155	37.7	1911	1173	222	430	35	51	1911	0	24	21	9	184	62	132	77	619	366	211	120	86	1911	1337	286	288	0	1657	227	132	131	163	53	197	184	217	175	178	61311	95826	1134	122877	282	15934	194	26410	270	8678	24	N	460	857	50	21	27	163	12	120	138	137	59	130	84899	115503	37657	800	-	72175	45000	58750	77885	4015	3857	2585	1477	158	886	63	2585	2020	1820	1727	1468	268	93	200	200	65	135	0	565	564	258	336	1	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)
1400000US36047018000	"Census Tract 180, Kings County, New York"	2868	1820	1820	1730	90	0	1048	1820	(X)	1347	793	793	741	169	84	611	394	1714	336	187	941	168	30	52	45.6	1730	524	402	240	384	180	1730	0	327	149	19	90	99	52	220	103	402	108	77	84	1730	1306	191	233	0	1084	15	56	97	143	157	85	71	201	144	115	68690	107671	919	109265	307	14595	168	17976	47	11396	44	1505	218	843	15	0	31	115	160	51	68	172	116	115	82443	122195	33800	241	24936	39861	36226	42228	42708	3518	3012	1308	1888	506	856	87	2171	1731	1641	1289	793	508	352	90	90	22	68	0	440	385	113	277	55	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)
1400000US36047018100	"Census Tract 181, Kings County, New York"	3291	2551	2551	2414	137	0	740	2551	(X)	1649	1260	1260	1244	208	146	206	170	2346	93	17	1677	282	64	213	36.8	2414	1747	176	363	35	93	2414	18	52	33	85	34	75	183	177	731	671	250	34	71	2414	1879	292	243	0	2031	81	52	141	37	108	386	256	361	152	457	96452	140523	1777	146413	394	20900	148	42466	53	8387	16	N	196	696	16	0	75	0	21	44	104	124	35	277	119198	216419	77867	1335	80221	99685	70743	94625	86181	3685	3564	3040	774	121	479	17	2701	2481	2344	2255	2185	70	89	137	137	84	53	0	220	205	59	146	15	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)
1400000US36047018200	"Census Tract 182, Kings County, New York"	2879	1826	1826	1727	99	0	1053	1826	(X)	1569	930	930	900	291	183	313	214	1679	314	38	1092	151	20	64	50.5	1727	471	600	376	150	130	1727	0	124	68	28	101	92	36	153	140	529	274	122	60	1727	1387	240	94	6	1201	84	51	131	176	120	180	170	171	44	74	53625	71573	933	77471	364	14313	185	29270	117	9685	33	3261	240	898	37	36	93	123	115	159	144	125	27	39	58500	69859	24348	303	-	73123	24500	48421	41976	3501	3205	1687	1856	296	668	25	2333	1797	1706	1568	964	680	138	91	55	41	14	36	536	445	236	275	91	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)
1400000US36047018300	"Census Tract 183, Kings County, New York"	2251	1902	1902	1806	96	0	349	1902	(X)	1099	898	898	836	191	88	262	145	1792	108	42	1297	131	92	122	39.1	1806	1376	92	153	66	119	1806	11	59	97	8	115	77	167	146	527	300	203	68	28	1806	1471	106	229	0	1226	73	19	23	32	33	107	137	331	186	285	126507	170533	1143	174004	108	14092	77	21944	42	7298	30	N	81	514	17	11	14	0	10	7	26	141	113	175	152214	240621	78204	712	105074	115354	76238	86594	83594	2675	2587	2367	362	88	478	0	2104	1863	1767	1695	1636	92	72	96	88	42	46	8	241	233	193	62	8	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)
1400000US36047018400	"Census Tract 184, Kings County, New York"	2115	1279	1279	1200	79	0	836	1279	(X)	1142	647	647	612	195	121	380	253	1133	347	22	606	92	0	66	47.1	1200	487	179	335	58	141	1200	0	45	60	43	90	129	41	117	147	335	120	64	9	1200	993	160	47	0	848	42	35	73	80	118	149	58	147	42	104	63333	107326	672	117511	298	16330	167	17716	37	4449	16	3019	126	727	31	29	55	57	84	130	58	147	32	104	72083	117731	34799	121	31953	43432	44188	58947	52981	2617	2514	1726	955	103	611	0	1647	1248	1174	1112	884	244	62	74	62	17	45	12	399	370	201	190	29	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)
1400000US36047018501	"Census Tract 185.01, Kings County, New York"	3252	1839	1839	1532	307	0	1413	1839	(X)	1811	919	919	805	266	167	648	462	1508	107	22	981	249	73	76	42.5	1532	379	526	349	17	261	1532	0	40	73	16	140	210	23	101	175	399	194	64	97	1532	1209	218	105	0	1792	349	264	250	273	205	265	107	41	0	38	26130	37016	1104	50388	469	12024	150	7590	319	8017	263	3194	929	886	146	77	143	187	106	175	24	10	0	18	28406	37173	16262	906	17708	36282	24579	41250	39132	4153	3988	1535	2849	165	1041	13	2588	1747	1497	1393	765	691	104	250	218	105	113	32	841	836	219	703	5	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)
1400000US36047018600	"Census Tract 186, Kings County, New York"	1763	1008	1008	968	40	0	755	1008	(X)	929	450	450	433	160	92	258	135	929	210	71	470	108	26	44	43	968	379	217	200	81	91	968	7	85	53	18	93	52	42	75	100	269	110	25	39	968	803	122	43	0	726	12	36	94	112	62	128	62	104	66	50	55000	83942	595	79205	242	18152	116	41581	31	10626	11	N	100	549	0	6	75	80	52	100	56	68	66	46	68688	91261	27896	177	31438	47485	30160	53281	54844	2155	1955	1210	941	200	428	0	1384	952	916	818	611	230	98	36	30	15	15	6	432	340	183	176	92	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)
1400000US36047018700	"Census Tract 187, Kings County, New York"	1241	945	945	912	33	0	296	945	(X)	586	458	458	441	138	118	98	57	912	115	67	484	141	73	32	33.8	912	478	172	186	33	43	912	0	39	62	0	63	0	83	55	220	150	165	53	22	912	715	127	70	0	521	41	5	13	7	19	122	19	130	86	79	108661	165613	435	175848	120	14083	71	20639	21	N	4	N	39	287	13	0	4	0	19	59	19	40	59	74	147614	184223	59466	234	101389	108406	53606	66250	68750	1488	1382	1188	325	106	278	5	1063	906	873	817	787	30	56	33	16	16	0	17	157	129	63	80	28	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)
1400000US36047018800	"Census Tract 188, Kings County, New York"	2389	1536	1531	1473	58	5	853	1531	(X)	1255	682	677	662	255	85	243	194	1420	482	171	610	98	0	59	41.8	1473	559	256	273	195	190	1473	11	195	62	49	80	79	21	146	83	389	220	95	43	1473	1208	229	36	0	967	5	80	76	49	68	189	111	229	89	71	76422	101117	784	98613	320	22827	231	23887	34	10741	19	1505	116	869	0	57	71	33	53	213	116	202	75	49	75647	100045	33735	98	33750	38371	41397	51094	59607	2831	2757	1940	1152	74	514	0	1773	1458	1400	1326	1073	291	74	58	58	44	14	0	315	315	175	145	0	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)
1400000US36047019000	"Census Tract 190, Kings County, New York"	3882	2389	2389	2115	274	0	1493	2389	(X)	1879	967	967	899	578	323	413	251	2052	531	89	1203	98	20	111	47.9	2115	804	580	367	190	174	2115	0	202	73	33	182	116	8	86	253	567	426	106	63	2115	1642	251	213	9	1556	58	108	152	207	246	249	181	133	133	89	50875	75398	1223	80739	423	15120	151	32591	146	8966	49	7496	329	1173	27	58	155	146	224	157	120	112	110	64	48164	74074	24958	383	37583	52108	27422	37143	38875	4763	4248	2149	2329	515	1087	148	3088	2332	2058	1830	1217	627	228	274	211	59	152	63	756	680	284	450	76	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)
1400000US36047019100	"Census Tract 191, Kings County, New York"	2436	1920	1920	1883	37	0	516	1920	(X)	1361	1034	1034	1034	273	250	310	206	1848	174	17	1094	284	142	137	34.9	1883	1298	252	259	59	15	1883	0	129	51	27	88	43	127	107	587	369	208	91	56	1883	1557	144	182	0	1113	111	24	51	42	56	147	213	144	136	189	89176	126863	1036	124126	101	20003	136	26783	46	8735	0	-	60	457	23	0	10	20	30	104	75	56	49	90	86007	138705	48714	656	90714	117782	47300	62420	74289	2972	2864	2320	836	108	627	0	2207	1835	1798	1730	1675	202	68	37	37	0	37	0	372	332	233	119	40	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)
1400000US36047019200	"Census Tract 192, Kings County, New York"	2084	1280	1280	1217	63	0	804	1280	(X)	957	516	516	492	320	215	546	360	1203	171	116	629	222	39	26	40.4	1217	370	305	267	82	193	1217	0	63	135	61	115	36	7	98	96	327	198	72	9	1217	1099	86	32	0	782	32	65	126	102	122	121	55	67	29	63	42828	77453	673	78205	219	19778	103	12815	24	11450	39	3197	276	623	8	50	89	79	110	76	52	67	29	63	42850	88184	20432	159	24698	30260	22908	38382	39432	2928	2640	1097	1731	288	954	60	1668	1233	1170	1004	570	443	166	63	52	25	27	11	435	384	141	260	51	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)
1400000US36047019300	"Census Tract 193, Kings County, New York"	5055	2517	2517	2274	243	0	2538	2517	(X)	3208	1515	1515	1391	238	170	708	488	2228	281	62	1253	288	156	188	31.9	2274	1280	353	424	145	72	2274	0	139	29	74	156	70	57	127	419	655	221	206	121	2274	1735	390	149	0	2311	241	148	193	150	288	455	324	279	82	151	55389	72959	1480	88738	752	16734	577	34915	198	8630	19	N	311	892	0	127	36	78	95	138	169	97	62	90	64477	86147	31719	1419	51028	64569	38658	70813	71619	5865	5637	4454	2004	228	1246	0	3717	2449	2226	2044	1946	98	182	223	223	210	62	0	1268	1222	1000	484	46	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)
1400000US36047019400	"Census Tract 194, Kings County, New York"	3168	2080	2080	1922	158	0	1088	2080	(X)	1559	916	916	842	400	191	498	242	1889	335	116	1009	289	102	38	40.6	1922	337	737	371	271	206	1922	0	205	139	20	137	78	17	67	131	492	415	150	71	1922	1547	219	156	0	1139	98	79	148	144	160	99	134	198	39	40	44258	65171	996	63673	355	19477	121	19872	19	N	35	N	224	926	81	52	147	114	116	84	92	165	39	36	42120	66661	18508	213	43512	49227	18607	25513	27340	4026	3476	1615	2061	550	936	0	2524	1950	1809	1476	976	573	333	141	59	27	32	82	574	471	123	348	103	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)
1400000US36047019500	"Census Tract 195, Kings County, New York"	3009	2528	2528	2410	118	0	481	2528	(X)	1530	1315	1315	1270	274	257	208	208	2386	195	94	1609	148	161	179	38.8	2410	1747	229	281	65	88	2410	0	77	52	54	75	62	293	120	580	616	315	60	106	2410	1797	371	242	0	1740	106	21	91	78	135	231	210	413	241	214	99853	116255	1546	120421	269	16780	208	19858	0	-	0	-	66	703	0	10	11	0	49	172	46	177	93	145	119141	149350	59071	1037	84076	89499	63173	82386	72904	3441	3368	3072	533	73	493	0	2603	2412	2294	2253	2141	112	41	118	118	72	46	0	191	159	117	60	32	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)
1400000US36047019600	"Census Tract 196, Kings County, New York"	3399	1994	1994	1850	144	0	1405	1994	(X)	1663	816	816	783	376	135	437	269	1828	373	235	916	254	33	17	41.5	1850	400	393	374	295	388	1850	0	246	233	20	204	171	43	122	149	373	119	137	33	1850	1576	172	102	0	1425	71	101	242	133	169	225	182	199	67	36	47389	65120	1085	71680	408	16746	173	19014	149	6546	15	N	377	941	0	56	173	84	149	177	123	114	38	27	50250	66823	22193	484	45217	55043	28846	42395	44391	4190	3503	1556	2238	687	889	12	2555	1945	1801	1260	889	411	541	144	109	33	76	35	610	511	91	428	99	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)
1400000US36047019700	"Census Tract 197, Kings County, New York"	3078	2301	2301	2139	162	0	777	2301	(X)	1580	1109	1109	1041	441	358	241	195	2070	159	15	1551	141	157	47	39.6	2139	1647	201	187	21	83	2139	0	48	41	10	170	37	296	94	488	524	196	108	127	2139	1699	274	166	0	1638	73	34	66	59	145	200	162	225	176	498	118958	159775	1459	158854	265	21922	149	38812	65	6028	74	4568	69	873	25	34	21	13	63	104	67	104	93	349	153359	196133	71297	765	86506	109981	81061	95380	87050	3703	3613	3029	766	90	683	0	2603	2196	2034	1973	1919	77	61	162	162	34	128	0	407	378	275	103	29	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)
1400000US36047019800	"Census Tract 198, Kings County, New York"	1517	962	962	946	16	0	555	962	(X)	785	441	441	433	230	67	177	139	916	249	53	510	63	16	25	44.6	946	402	215	94	145	90	946	0	113	47	6	39	47	10	89	165	273	73	46	38	946	742	159	45	0	614	47	14	33	27	86	121	62	94	66	64	67813	99896	510	97001	211	18655	124	25751	70	7967	20	N	153	465	31	0	14	7	80	96	44	77	54	62	76607	105432	31843	149	28438	61411	37500	49206	51875	1926	1841	1250	764	85	449	0	1139	896	880	801	665	146	79	16	16	3	15	0	243	237	109	136	6	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)
1400000US36047019900	"Census Tract 199, Kings County, New York"	2913	2374	2374	2242	132	0	539	2374	(X)	1554	1261	1261	1208	310	300	170	112	2211	130	77	1680	85	124	115	39.3	2242	1500	165	510	37	30	2242	0	10	52	33	207	45	303	124	627	493	199	81	68	2242	1793	272	177	0	1540	91	95	36	98	39	172	198	305	205	301	108333	141275	1357	151896	216	16960	103	14765	37	N	70	2976	175	687	30	23	20	56	17	62	61	112	98	208	140066	177731	63037	853	85417	104325	63295	65651	74507	3426	3344	2810	644	82	545	0	2572	2326	2194	2135	2041	94	59	132	109	65	44	23	246	246	107	139	0	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)
1400000US36047020000	"Census Tract 200, Kings County, New York"	2038	1140	1140	1070	70	0	898	1140	(X)	1032	500	500	490	159	129	236	134	1041	308	118	475	90	8	42	44.8	1070	325	227	253	126	139	1070	0	108	67	5	139	88	25	99	87	250	115	80	7	1070	928	93	42	7	755	44	23	55	40	98	114	116	130	93	42	75438	91019	594	92326	254	22001	156	23802	63	7362	15	N	111	656	49	17	38	33	75	95	111	123	89	26	80071	90451	28467	99	48542	75151	32074	46458	41563	2417	2170	1278	1136	247	491	9	1458	1066	1014	851	705	175	163	52	45	22	23	7	392	324	149	189	68	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)
1400000US36047020100	"Census Tract 201, Kings County, New York"	3357	2750	2750	2599	151	0	607	2750	(X)	1778	1396	1396	1254	295	243	292	228	2536	129	32	1804	161	147	263	37.6	2599	1834	300	433	9	23	2599	0	9	99	33	179	6	407	193	602	567	155	193	156	2599	2083	324	192	0	1791	115	52	46	88	73	125	252	313	303	424	118285	150641	1572	156182	316	15429	206	36421	51	11790	18	N	69	724	0	0	0	31	64	58	53	110	184	224	157368	187015	67981	1067	97798	118358	67065	85929	82206	3945	3745	3419	653	200	624	13	3014	2703	2552	2466	2279	209	86	151	111	102	9	40	311	250	174	108	61	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)
1400000US36047020200	"Census Tract 202, Kings County, New York"	1609	958	958	890	68	0	651	958	(X)	822	445	445	430	80	55	294	227	885	400	110	298	72	0	5	37.4	890	372	176	265	39	38	890	0	42	5	13	117	41	28	51	78	330	73	50	62	890	715	162	13	0	640	34	32	65	61	25	72	80	130	94	47	89000	97175	488	102424	229	21052	155	33382	37	14314	0	-	65	522	19	11	51	43	25	82	36	119	89	47	97206	106926	31835	118	-	50216	36250	70729	51250	1963	1891	1339	696	72	434	4	1205	920	852	803	686	117	49	68	68	54	14	0	285	266	134	138	19	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)
1400000US36047020300	"Census Tract 203, Kings County, New York"	1500	1155	1155	1075	80	0	345	1155	(X)	845	629	629	592	180	134	183	152	1037	124	18	697	97	29	72	38.9	1075	748	131	113	48	35	1075	0	59	35	10	66	2	145	88	274	286	64	14	32	1075	913	114	48	0	687	45	0	21	5	36	69	75	130	131	175	123229	165225	637	168616	125	15901	68	13521	21	8848	19	3489	43	393	31	0	14	0	30	35	38	47	57	141	163438	184559	63810	294	107727	132356	79271	111442	87019	1826	1781	1485	427	45	372	0	1290	1120	1053	1025	956	86	28	67	50	44	6	17	170	170	74	116	0	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)
1400000US36047020400	"Census Tract 204, Kings County, New York"	1580	966	966	911	55	0	614	966	(X)	870	517	517	493	65	31	269	204	876	417	38	291	92	5	33	42.7	911	351	238	232	46	44	911	0	55	19	5	82	58	10	63	89	268	82	74	106	911	593	258	60	0	656	56	10	65	4	54	75	52	150	81	109	102000	131858	490	147556	253	20410	192	21781	44	11841	25	3400	45	507	30	0	9	4	35	65	56	180	34	94	111313	149827	46329	149	23785	41717	48750	81136	65341	1837	1737	1354	649	100	379	15	1136	890	835	797	722	87	38	55	55	22	33	0	246	199	119	103	47	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)
